periodo,serie,valor
201906,Ventas_en_supermercados,101.221777294603
201907,Ventas_en_supermercados,97.7287241571954
201908,Ventas_en_supermercados,102.953686506281
201909,Ventas_en_supermercados,96.7631410454312
201910,Ventas_en_supermercados,103.45906236558
201911,Ventas_en_supermercados,99.9962620398522
201912,Ventas_en_supermercados,110.541579404099
202001,Ventas_en_supermercados,86.0747454711448
202002,Ventas_en_supermercados,100.813486748938
202003,Ventas_en_supermercados,124.487253624706
202004,Ventas_en_supermercados,111.068215758438
202005,Ventas_en_supermercados,107.805193663102
202006,Ventas_en_supermercados,101.817029633984
202007,Ventas_en_supermercados,102.922033414472
202008,Ventas_en_supermercados,100.765215600685
202009,Ventas_en_supermercados,94.7920620135732
202010,Ventas_en_supermercados,100.561491933121
202011,Ventas_en_supermercados,95.0067891703729
202012,Ventas_en_supermercados,111.252581758727
202101,Ventas_en_supermercados,89.8343407172883
202102,Ventas_en_supermercados,86.8030940053493
202103,Ventas_en_supermercados,101.886173992263
202104,Ventas_en_supermercados,100.043203339094
202105,Ventas_en_supermercados,101.110171799428
202106,Ventas_en_supermercados,99.3395524876821
202107,Ventas_en_supermercados,101.339372300906
202108,Ventas_en_supermercados,101.428486641165
202109,Ventas_en_supermercados,98.3954945329078
202110,Ventas_en_supermercados,102.99032660864
202111,Ventas_en_supermercados,99.6268985059321
202112,Ventas_en_supermercados,117.198589583528
202201,Ventas_en_supermercados,87.5809580454957
202202,Ventas_en_supermercados,87.850093784272
202203,Ventas_en_supermercados,100.572585137706
202204,Ventas_en_supermercados,102.233825688074
202205,Ventas_en_supermercados,99.4592668371361
202206,Ventas_en_supermercados,100.230573603919
202207,Ventas_en_supermercados,103.721784423442
202208,Ventas_en_supermercados,100.265987350652
202209,Ventas_en_supermercados,97.7879767780788
202210,Ventas_en_supermercados,100.865839664965
202211,Ventas_en_supermercados,99.4119845635381
202212,Ventas_en_supermercados,113.338547993641
202301,Ventas_en_supermercados,88.4255778822968
202302,Ventas_en_supermercados,88.9258683432554
202303,Ventas_en_supermercados,103.08996849242
202304,Ventas_en_supermercados,99.9714885662902
202305,Ventas_en_supermercados,95.5299318245831
202306,Ventas_en_supermercados,97.3173495950735
202307,Ventas_en_supermercados,100.780281430985
202308,Ventas_en_supermercados,102.248540398894
202309,Ventas_en_supermercados,98.7547450058594
202310,Ventas_en_supermercados,106.01461538009
202311,Ventas_en_supermercados,103.829123980785
202312,Ventas_en_supermercados,114.553410476963
202401,Ventas_en_supermercados,85.0807174070319
202402,Ventas_en_supermercados,86.5373463610887
202403,Ventas_en_supermercados,98.4146491898032
202404,Ventas_en_supermercados,90.6896099566108
202405,Ventas_en_supermercados,91.6151088091992
202406,Ventas_en_supermercados,93.5611510656852
